round,disc_to_backup_ms
180,3.0
181,2.0
182,3.0
183,3.0
184,3.0
185,3.0
186,3.0
187,2.0
188,3.0
189,3.0
190,2.0
191,2.0
192,3.0
193,2.0
194,2.0
195,3.0
196,2.0
197,3.0
198,3.0
199,2.0
200,3.0
201,2.0
202,2.0
203,3.0
204,3.0
205,2.0
206,2.0
207,3.0
208,2.0
209,2.0
210,3.0
211,3.0
212,2.0
213,3.0
214,100.0
215,3.0
216,2.0
217,2.0
218,2.0
219,3.0
220,2.0
221,3.0
222,3.0
223,2.0
224,3.0
225,3.0
226,3.0
227,2.0
228,3.0
229,3.0
230,2.0
231,2.0
232,2.0
233,3.0
234,3.0
235,2.0
236,3.0
237,3.0
238,3.0
239,3.0
240,3.0
241,2.0
242,3.0
243,3.0
244,3.0
245,3.0
246,3.0
247,3.0
248,2.0
249,3.0
250,3.0
251,3.0
252,3.0
253,2.0
254,3.0
255,3.0
256,2.0
257,2.0
258,3.0
259,3.0
260,2.0
261,3.0
262,2.0
263,3.0
264,2.0
265,2.0
266,2.0
267,3.0
268,3.0
269,2.0
270,3.0
271,3.0
272,3.0
273,2.0
274,3.0
275,2.0
276,2.0
277,2.0
278,3.0
279,3.0
280,2.0
281,2.0
282,2.0
283,3.0
284,3.0
285,3.0
286,2.0
287,3.0
288,2.0
289,2.0
290,3.0
291,2.0
292,2.0
293,2.0
294,3.0
295,2.0
296,3.0
297,3.0
298,2.0
299,2.0
300,3.0
301,2.0
302,2.0
303,3.0
304,3.0
305,2.0
306,2.0
307,3.0
308,2.0
309,3.0
310,3.0
311,2.0
312,3.0
313,3.0
314,3.0
315,2.0
316,3.0
317,3.0
318,3.0
319,2.0
320,2.0
321,3.0
322,2.0
323,2.0
324,2.0
325,3.0
326,3.0
327,2.0
328,3.0
329,3.0
330,3.0
331,2.0
332,3.0
333,3.0
334,2.0
335,2.0
336,2.0
337,3.0
338,3.0
339,3.0
340,3.0
341,3.0
342,3.0
343,3.0
344,2.0
345,3.0
346,3.0
347,3.0
348,2.0
349,3.0
350,3.0
351,3.0
352,3.0
353,2.0
354,2.0
355,3.0
356,3.0
357,3.0
358,2.0
359,2.0
360,2.0
361,3.0
362,3.0
363,3.0
364,2.0
365,2.0
366,2.0
367,3.0
368,2.0
369,3.0
370,98.0
371,3.0
372,3.0
373,2.0
374,2.0
375,2.0
376,3.0
377,3.0
378,98.0
379,3.0
380,3.0
381,3.0
382,3.0
383,3.0
384,2.0
385,3.0
386,2.0
387,3.0
388,3.0
389,2.0
390,3.0
391,2.0
392,2.0
393,3.0
394,3.0
395,3.0
396,2.0
397,3.0
398,3.0
399,3.0
400,2.0
401,3.0
402,3.0
403,100.0
404,3.0
405,3.0
406,3.0
407,3.0
408,3.0
409,3.0
410,2.0
411,3.0
412,3.0
413,3.0
414,3.0
415,2.0
416,2.0
417,3.0
418,3.0
419,2.0
420,2.0
421,3.0
422,3.0
423,3.0
424,2.0
425,3.0
426,3.0
427,2.0
428,3.0
429,2.0
430,3.0
431,3.0
432,3.0
433,2.0
434,3.0
435,2.0
436,2.0
437,2.0
438,3.0
439,3.0
440,2.0
441,2.0
442,2.0
443,3.0
444,3.0
445,3.0
446,3.0
447,3.0
448,3.0
449,2.0
450,99.0
451,2.0
452,2.0
453,2.0
454,3.0
455,2.0
456,3.0
457,2.0
458,3.0
459,2.0
460,2.0
461,2.0
462,2.0
463,3.0
464,2.0
465,3.0
466,3.0
467,2.0
468,2.0
469,3.0
470,3.0
471,3.0
472,2.0
473,3.0
474,2.0
475,3.0
476,4.0
477,3.0
478,2.0
479,3.0
480,2.0
481,2.0
482,3.0
483,3.0
484,2.0
485,3.0
486,3.0
487,3.0
488,2.0
489,2.0
490,2.0
491,2.0
492,2.0
493,3.0
494,3.0
495,3.0
496,2.0
497,2.0
498,2.0
499,2.0
500,3.0
501,2.0
502,3.0
503,2.0
504,2.0
505,3.0
506,3.0
507,2.0
508,3.0
509,2.0
510,2.0
511,3.0
512,2.0
513,3.0
514,2.0
515,2.0
516,2.0
517,2.0
518,2.0
519,3.0
520,2.0
521,3.0
522,3.0
523,2.0
524,3.0
525,2.0
526,2.0
527,3.0
528,3.0
529,2.0
530,2.0
531,2.0
532,2.0
533,3.0
534,2.0
535,3.0
536,3.0
537,3.0
538,3.0
539,2.0
540,2.0
541,2.0
542,2.0
543,2.0
544,2.0
545,3.0
546,3.0
547,3.0
548,2.0
549,3.0
550,3.0
551,3.0
552,2.0
553,2.0
554,2.0
555,2.0
556,2.0
557,2.0
558,3.0
559,3.0
560,3.0
561,2.0
562,3.0
563,3.0
564,3.0
565,2.0
566,3.0
567,2.0
568,3.0
569,3.0
570,2.0
571,3.0
572,2.0
573,3.0
574,3.0
575,3.0
576,3.0
577,3.0
578,3.0
579,3.0
580,2.0
581,2.0
582,3.0
583,2.0
584,2.0
585,3.0
586,3.0
587,3.0
588,2.0
589,2.0
590,2.0
591,2.0
592,3.0
593,3.0
594,3.0
595,3.0
596,2.0
597,2.0
598,2.0
599,2.0
600,3.0
601,3.0
602,2.0
603,3.0
604,2.0
605,2.0
606,2.0
607,3.0
608,3.0
609,3.0
610,2.0
611,3.0
612,2.0
613,3.0
614,3.0
615,3.0
616,2.0
617,2.0
618,3.0
619,3.0
620,3.0
621,2.0
622,2.0
623,2.0
624,2.0
625,2.0
626,2.0
627,2.0
628,3.0
629,2.0
630,3.0
631,3.0
632,3.0
633,3.0
634,2.0
635,3.0
636,3.0
637,3.0
638,3.0
639,3.0
640,2.0
641,2.0
642,2.0
643,3.0
644,2.0
645,3.0
646,3.0
647,3.0
648,3.0
649,3.0
650,3.0
651,2.0
652,3.0
653,3.0
654,3.0
655,3.0
656,2.0
657,3.0
658,3.0
659,3.0
660,3.0
661,3.0
662,2.0
663,2.0
664,3.0
665,105.0
666,2.0
667,3.0
668,3.0
669,2.0
670,3.0
671,3.0
672,2.0
673,3.0
674,3.0
675,3.0
676,3.0
677,3.0
678,3.0
679,3.0
680,3.0
681,2.0
682,3.0
683,3.0
684,3.0
685,2.0
686,3.0
687,3.0
688,3.0
689,3.0
690,2.0
691,96.0
692,2.0
693,3.0
694,3.0
695,3.0
696,99.0
697,3.0
698,2.0
699,2.0
700,3.0
701,2.0
702,3.0
703,2.0
704,2.0
705,2.0
706,3.0
707,3.0
708,2.0
709,2.0
710,2.0
711,3.0
712,3.0
713,2.0
714,3.0
715,2.0
716,2.0
717,3.0
718,3.0
719,3.0
720,2.0
721,2.0
722,3.0
723,3.0
724,3.0
725,2.0
726,2.0
727,2.0
728,3.0
729,3.0
730,2.0
731,3.0
732,3.0
733,2.0
734,3.0
735,3.0
736,3.0
737,2.0
738,3.0
739,2.0
740,2.0
741,2.0
742,2.0
743,2.0
744,3.0
745,3.0
746,2.0
747,2.0
748,2.0
749,2.0
750,2.0
751,3.0
752,3.0
753,2.0
754,3.0
755,2.0
756,2.0
757,3.0
758,3.0
759,2.0
760,2.0
761,3.0
762,3.0
763,3.0
764,3.0
765,2.0
766,2.0
767,3.0
768,3.0
769,3.0
770,2.0
771,2.0
772,3.0
773,3.0
774,3.0
775,3.0
776,2.0
777,3.0
778,2.0
779,3.0
780,3.0
781,2.0
782,3.0
783,3.0
784,3.0
785,2.0
786,3.0
787,3.0
788,2.0
789,2.0
790,2.0
791,2.0
792,2.0
793,2.0
794,2.0
795,3.0
796,2.0
797,2.0
798,3.0
799,3.0
800,3.0
801,3.0
802,2.0
803,3.0
804,3.0
805,3.0
806,2.0
807,3.0
808,2.0
809,2.0
810,2.0
811,2.0
812,2.0
813,2.0
814,3.0
815,3.0
816,3.0
817,3.0
818,100.0
819,2.0
820,101.0
821,2.0
822,3.0
823,2.0
824,2.0
825,3.0
826,2.0
827,2.0
828,3.0
829,2.0
830,3.0
831,2.0
832,3.0
833,2.0
834,3.0
835,3.0
836,3.0
837,2.0
838,2.0
839,2.0
840,3.0
841,3.0
842,3.0
843,3.0
844,3.0
845,2.0
846,2.0
847,3.0
848,3.0
849,3.0
850,3.0
851,2.0
852,3.0
853,3.0
854,3.0
855,3.0
856,3.0
857,3.0
858,3.0
859,3.0
860,2.0
861,3.0
862,2.0
863,3.0
864,2.0
865,2.0
866,3.0
867,3.0
868,3.0
869,3.0
870,2.0
871,3.0
872,3.0
873,2.0
874,2.0
875,2.0
876,2.0
877,2.0
878,3.0
879,2.0
880,3.0
881,3.0
882,2.0
883,3.0
884,3.0
885,2.0
886,2.0
887,2.0
888,3.0
889,3.0
890,3.0
891,3.0
892,2.0
893,2.0
894,2.0
895,3.0
896,3.0
897,2.0
898,3.0
899,2.0
900,3.0
901,3.0
902,3.0
903,3.0
904,2.0
905,3.0
906,3.0
907,3.0
908,2.0
909,3.0
910,3.0
911,2.0
912,2.0
913,3.0
914,2.0
915,2.0
916,3.0
917,2.0
918,3.0
919,2.0
920,2.0
921,3.0
922,2.0
923,2.0
924,2.0
925,2.0
926,2.0
927,3.0
928,3.0
929,3.0
930,3.0
931,2.0
932,3.0
933,3.0
934,3.0
935,3.0
936,3.0
937,2.0
938,2.0
939,3.0
940,3.0
941,3.0
942,3.0
943,2.0
944,3.0
945,3.0
946,2.0
947,3.0
948,2.0
949,2.0
950,2.0
951,2.0
952,3.0
953,2.0
954,2.0
955,3.0
956,1.0
957,3.0
958,2.0
959,2.0
960,2.0
961,3.0
962,3.0
963,3.0
964,3.0
965,3.0
966,3.0
967,2.0
968,2.0
969,2.0
970,3.0
971,3.0
972,2.0
973,3.0
974,1.0
975,3.0
976,3.0
977,2.0
978,3.0
979,2.0
980,2.0
981,3.0
982,2.0
983,3.0
984,2.0
985,3.0
986,2.0
987,2.0
988,2.0
989,2.0
990,3.0
991,99.0
992,2.0
993,3.0
994,3.0
995,2.0
996,3.0
997,2.0
998,2.0
999,3.0
1000,3.0
